,Answer.ID,FailingMethod,Question.ID,Answer.duration,Answer.confidence,Answer.difficulty,GroundTruth,TP,TN,FN,FP,Answer.option,Answer.order,Answer.explanation,Code.LOC,Code.complexity,Worker.ID,Worker.score,Worker.profession,Worker.yearsOfExperience,Worker.age,Worker.gender,Worker.whereLearnedToCode,Worker.country,Worker.programmingLanguage,Answer.explanationComplexity
613,414,2,30,350.497,3,3,1,0,0,1,0,0,2,"This for loop will terminate properly; but it is unclear whether or not the ""pos"" variable will have a valid value by the end of the loop. However; it is unlikely that this should cause the error.",3,2,963eA7C5A9-8-1,5,Undergraduate_Student,8.0,20,0,1150,0,3,37
620,521,2,31,43.859,0,5,0,0,0,0,0,1,2,I'm uncertain.,1,2,214ea9G9i04-1,3,Graduate_Student,4.0,27,0,1050,2,1,2
622,523,2,31,193.602,0,3,0,0,0,0,0,1,2,There may be an issue with calculation of the pt variable; but I think the error may be occurring earlier in the code,1,2,286Ig-9C0E170,5,Undergraduate_Student,5.0,20,0,1050,2,2,23
624,525,2,31,164.161,1,1,0,0,1,0,0,0,2,Variable pt is just a counter from 0 to the variable consumed.,1,2,394Cg0C6E-70-2,3,Graduate_Student,3.0,24,0,1150,10,3,12
625,526,2,31,31.183,5,2,0,0,1,0,0,0,2,PT is simply a variable used to ending the for loop,1,2,562iC0e2c-7-5-1,4,Undergraduate_Student,3.0,19,0,1150,2,3,11
631,532,2,31,262.657,4,4,0,0,1,0,0,0,2,That line simply starts a for loop out at 0. Pt isn't even used as a variable in the for loop so I don't think it's related to the string index being out of range.,1,2,1057Ce-9i-9E-105,4,Undergraduate_Student,2.0,20,0,1000,0,2,35
632,533,2,31,148.382,2,4,0,0,0,0,1,2,2,the reassignment of pos with pt could be the cause of the error,1,2,1221iC8A5A242:495CC9e6a691:11aE2c-4c-9-86,4,Undergraduate_Student,4.0,19,0,1050,0,2,13
637,538,2,31,1063.672,4,4,0,0,1,0,0,0,1,By Apache documentation the above code must not error out.  Returns a String value for a CSV column enclosed in double quotes; if required.    If the value contains a comma; newline or double quote; then the String value is returned enclosed in double quotes.    Any double quote characters in the value are escaped with another double quote.    If the value does not contain a comma; newline or double quote; then the String value is returned unchanged.,1,2,109CE-9e-3I1-37,5,Graduate_Student,4.0,24,1,50,5,1,86
641,582,2,32,409.454,4,4,1,1,0,0,0,2,2,The invocation will call to inspect the input at positions that are out of range (pos),1,1,59gA3i5E2-7-9:249IE-2a8E-92-1,5,Graduate_Student,12.0,40,0,1050,1,2,16
650,591,2,32,667.281,3,4,1,0,0,1,0,0,2,I don't believe it is even reaching that section of code; I believe the error to be somewhere in the while loop. That for loop is just changing the pos variable after a successful run.,1,1,447Ic-4a0e0-7-3,4,Undergraduate_Student,2.0,19,0,1000,0,2,35
656,597,2,32,324.765,3,3,1,1,0,0,0,2,2,as pos gets larger; it will go past CharSequence at given (input; pos),1,1,56gc-4g1E-7-43,5,Undergraduate_Student,3.0,18,0,1100,11,1,13
659,600,2,32,82.741,2,5,1,0,0,1,0,0,1,Error is in line in lines 85-88,1,1,80ca6g0i-1-49:23iE-4i0a1-40,3,Undergraduate_Student,2.0,22,0,1000,2,0,7
662,743,3,33,143.094,5,1,0,0,1,0,0,0,3,No; the TimePeriod period does not seem to be an issue in its definition or use in the program; which just uses it to extract the start and end times for the time period,1,1,656AI5G0i-32-5,4,Undergraduate_Student,4.0,20,0,1050,2,3,34
668,749,3,33,119.124,4,2,0,0,1,0,0,0,3,It seems to be used correctly; it is used as a period of time with a start and end time.,1,1,832cg-7G1i-462:73eI-8E-2g-985,5,Undergraduate_Student,7.0,21,0,100,0,4,20
669,750,3,33,483.134,5,5,0,0,1,0,0,0,3,"No all calls to ""period"" seem to be correct. ""period"" seems to serve the purpose of being a formal parameter that passes  ""TimePeriodValue"" ""period"" that needs to be used in the update of the bounds. According to context all associated method calls(""getStart""; ""getEnd"") are also correct.",1,1,957cC5C0E4-4-5,5,Undergraduate_Student,2.0,20,0,1000,2,0,47
676,757,3,33,21.69,0,3,0,0,0,0,0,1,3,Can't see the method getMaxMiddleIndex(); so I cannot see what is happening.,1,1,1635CE6g8g-39-8,4,Undergraduate_Student,6.0,26,0,1050,0,1,12
677,758,3,33,165.131,4,1,0,0,1,0,0,0,3,I don't see anything in the given code that suggests the period variable is related to the failure. The failure seems to be entirely due to the usage of minMiddleIndex instead of maxMiddleIndex in lines 299 and 301.,1,1,73EA0a-7i-7-8-9,5,Graduate_Student,4.0,22,0,1000,2,2,38
678,759,3,33,32.185,5,4,0,0,0,0,1,2,3,This is the cause of error as formatting is incorrect,1,1,80ca6g0i-1-49:23iE-4i0a1-40,3,Undergraduate_Student,2.0,22,0,1000,2,0,10
680,1381,3,34,208.856,0,5,0,0,0,0,0,1,3,not sure,1,1,35Eg-6i-8G-2-6-8,3,Undergraduate_Student,3.0,49,1,1000,4,1,2
682,1383,3,34,165.496,3,3,0,0,1,0,0,0,3,It also seems fine.,1,1,762AG-5i5a030,5,Undergraduate_Student,6.0,24,0,1050,12,1,4
685,1386,3,34,102.206,5,3,0,0,1,0,0,0,3,Time period is third party class.There may be no problem.,1,1,1086ic4i3a96-2,5,Graduate_Student,5.0,26,1,1000,7,1,10
688,1389,3,34,108.849,0,3,0,0,0,0,0,1,3,It is possible that the entered index could be an issue. but there is not enough information to go on,1,1,1371aa-3i6A-67-2,4,Undergraduate_Student,5.0,20,0,1050,2,1,20
694,1395,3,34,8.608,3,3,0,0,0,0,1,2,3,Error: Could not find or load main class undefined  ,1,1,10eA-4G6I98-6,5,Undergraduate_Student,1.0,33,0,1000,5,1,11
697,1398,3,34,231.599,4,1,0,0,1,0,0,0,2,Since; there the index is only used for referencing the index to data/item; it doe snot have any effect on the provided code.,1,1,729GG8e-8G-263:66AA0C-8E701,5,Graduate_Student,10.0,25,0,1150,4,2,23
698,1399,3,34,28.78,2,2,0,0,1,0,0,0,3,Same explanation as before method add receives parameter 3.0 which must fail with assertEquals(1; XXX),1,1,19EC-9E-6c37-8,4,Graduate_Student,8.0,26,0,1150,13,1,15
703,824,3,35,614.471,0,5,0,0,0,0,0,1,3,I dont see an issue; but at the same time I cannot be sure.  This is beyond my knowledge.,1,1,815IG-6E-2c4-2-5,5,Undergraduate_Student,4.0,27,0,1150,2,1,20
705,826,3,35,19.028,0,5,0,0,0,0,0,1,3,,1,1,754cC2G-2A-4-8-2,5,Undergraduate_Student,2.0,25,0,1000,3,1,1
706,827,3,35,34.394,1,1,0,0,1,0,0,0,3,the variable start is correctly defined and assigned and appears unrelated to the error,1,1,835iG-2A-6c5-1-3,3,Undergraduate_Student,17.0,28,0,50,2,1,14
710,831,3,35,195.278,3,2,0,0,1,0,0,0,3,While there should have been a check of whether period is null; a NullPointerException is not an issue in this case. The check for the start time seems consistent with how the object appears to be defined (based on my guess without documentation).,1,1,172Cg2C7i-8-1-4,3,Graduate_Student,6.0,33,1,1100,4,1,43
713,834,3,35,59.199,3,3,0,0,1,0,0,0,3,Syntax is fine.,1,1,1638EA0g0c-27-2,4,Undergraduate_Student,2.0,24,1,1050,2,5,3
718,839,3,35,161.978,4,3,0,0,1,0,0,0,2,"This gets the time and sets it as the ""start"" time correctly.",1,1,53Aa5c-1C-9-70,3,Undergraduate_Student,3.0,27,0,1000,0,5,12
721,802,3,36,149.871,5,5,0,0,1,0,0,0,3,No; I do not think the definition of the variable and the use of getStart; getTime() methods is the cause of the issue.,1,1,394Cg0C6E-70-2,3,Graduate_Student,3.0,24,0,1150,10,3,23
723,804,3,36,110.19,3,3,0,0,0,0,1,2,3,Possible syntax error,1,1,732aC-4C4C-7-2-1,3,Undergraduate_Student,4.0,31,1,1150,2,2,3
724,805,3,36,57.441,5,4,0,0,0,0,1,2,3,Yes because period.getStart().getTime(); does not have period()getStart().getTime(); replace . with (),1,1,817Ec-1A8c-194,4,Undergraduate_Student,8.0,24,0,1150,2,1,11
727,808,3,36,412.686,5,1,0,0,1,0,0,0,3,No. The execution of getStart().getTime() will most likely return a long value representing how many seconds have passed since January 1; 1970; 00:00:00 GMT to the start of this time period. The problem that is causing the failure is not in this line of code. As I indicated previously; there is a typo on lines 299 and 301; where instead of this.maxMiddleIndex; this.minMiddleIndex is used. This is very likely to cause the failure we're getting. Basically; instead of checking the current middle value against the maximum middle value; we're checking it against the minimum middle value.,1,1,845EI-3g-3E700,5,Undergraduate_Student,6.0,21,0,100,0,3,96
731,812,3,36,136.195,4,3,0,0,1,0,0,0,3,This code does not alter maxMiddleMin. It simply declares and defines a new variable and calls method of the TimePeriod class.,1,1,1098Ai-4G6a330,4,Undergraduate_Student,3.0,21,0,1000,0,1,21
732,813,3,36,70.232,5,4,0,0,1,0,0,0,3,Once again; it just grabs some data with methods I don't have access to. Like before; I don't have access to what's going on behind the scenes so I can't see it being involved.,1,1,1161Ag9E2A015,4,Undergraduate_Student,10.0,20,0,1150,0,2,34
735,816,3,36,49.326,5,1,0,0,1,0,0,0,3,The method invocations are correct as written; and should not affect the issue.,1,1,1572IG5e2A7-8-1,4,Undergraduate_Student,4.0,18,0,1150,8,3,13
737,818,3,36,202.666,5,3,0,0,1,0,0,0,3,It seems there is no interaction between the failure in question and the line stated. ,1,1,81aa3e6E7-48,4,Undergraduate_Student,3.0,19,0,1050,2,3,16
738,819,3,36,51.151,5,4,0,0,1,0,0,0,3,basic knowledge,1,1,44iA1A8E-495,4,Graduate_Student,3.0,28,1,1000,14,2,2
740,1041,3,37,207.802,4,2,0,0,1,0,0,0,3,It is declared and used appropriately to my knowledge. I see a long called where it should be acceptable for the operations. The only thing I see that may present a problem is if ints and longs are trying to be used together.,1,1,181gi-1i8G-4-2-9,3,Undergraduate_Student,2.0,26,0,1000,2,1,43
744,1045,3,37,109.113,5,2,0,0,0,0,1,2,3,At least one public class is required in main file.,1,1,867ee0c4I-76-3,3,Graduate_Student,2.0,32,1,1000,3,2,10
746,1047,3,37,29.643,3,4,0,0,1,0,0,0,3,end is just the variable name; so there should be no issue with it.,1,1,979ei-5I-9C5-61,4,Undergraduate_Student,1.0,20,1,1000,2,1,14
751,1052,3,37,214.716,3,3,0,0,1,0,0,0,3,As integer variable type Is used for index,1,1,1573Ic-9c3a-7-13,5,Graduate_Student,2.0,24,0,1000,3,2,8
752,1053,3,37,403.365,0,3,0,0,0,0,0,1,3,not sure about the TimePeriod object and its methods,1,1,1662iG5A2G0-7-8:1702Ec2c-6C3-9-5:1686gc9a4I6-23,3,Undergraduate_Student,3.0,22,1,50,5,2,9
759,1060,3,37,25.959,0,5,0,0,0,0,0,1,3,I'm not this familiar with java,1,1,81Eg-4I3c241,4,Undergraduate_Student,1.0,22,0,1050,2,2,6
760,981,3,38,93.406,0,2,0,0,0,0,0,1,3,The failure implies an expected value vs. another value that is get. This failure can only be produced if getEnd or getTime are not coded correctly; which I cannot know for sure.,1,1,59gA3i5E2-7-9:249IE-2a8E-92-1,5,Graduate_Student,12.0,40,0,1050,1,2,32
766,987,3,38,88.35,0,5,0,0,0,0,0,1,3,I am not certain; I am confused by this code; I feel I would need to see the methods for getEnd and getTime. ,1,1,207GI-1i3I004,5,Undergraduate_Student,3.0,30,1,1000,2,3,24
769,990,3,38,64.556,3,3,0,0,0,0,1,2,3,Class Undefined,1,1,956GG7A0C-223,3,Graduate_Student,6.0,31,0,50,3,1,2
773,994,3,38,28.423,5,5,0,0,1,0,0,0,3,Their is no problem with code and no errors,1,1,1388Ce-6C9A-683,4,Graduate_Student,1.0,29,0,1000,7,1,9
783,1284,3,39,82.284,3,4,0,0,0,0,1,2,3,Long is an integer type not a float,1,1,777Ci4A2a213,3,Undergraduate_Student,2.0,27,0,1050,0,1,8
784,1285,3,39,406.003,4,3,0,0,0,0,1,2,3,Because middle ends up being 1.5; the value of MaxMiddleIndex ends up being changed to the value of index; which is 3.0. ,1,1,789ga-6I1C50-4,4,Undergraduate_Student,5.0,18,1,1150,11,1,23
787,1288,3,39,743.236,5,3,0,0,1,0,0,0,3,dividing a long by an integer should cast the result as a long; and the declaration of the middle variable as a long should prevent this as well. There appears to be an int/long comparison somewhere else.,1,1,1049cG0C6I034,4,Graduate_Student,5.0,26,0,1100,2,1,37
788,1289,3,39,676.595,4,4,0,0,0,0,1,2,3,"There is not an issue with the definition or declaration of the variable ""middle"" but there seems to be an issue with its use somewhere in the source code. I've searched through and did not find one but debugging is admittedly not my strong suit; I prefer to run the code using JUnit Tests that I would write to specifically test the variable and pause at every variable change having to do with the variable error; which is what I would do in this case with ""middle"" and any method or clause that involved ""middle"" or the chancing of another variable to the value of ""middle"".",1,1,555aC0a8e4-8-3:535CE8A-5e-95-2,3,Graduate_Student,1.0,25,1,1000,2,1,106
792,1293,3,39,71.447,5,1,0,0,1,0,0,0,3,Assuming your start and end are correct; then middle should be correct. If you are not for certain take an example where start is 0 and end is 20. 0+(20-0)/2 = 10 = middle(0;20).,1,1,1600Cc-8c9E841:67GE4A0g-870,4,Undergraduate_Student,3.0,20,0,1150,2,2,34
796,1297,3,39,65.456,3,3,0,0,1,0,0,0,1,equation for calculations are correct,1,1,680ce-8i-5C06-6:70Ec7A4e-7-84,4,Graduate_Student,6.0,24,0,1000,14,1,5
803,1164,3,40,82.128,0,5,0,0,0,0,0,1,3,I'm not sure that I can understand that clause without compiling it and really looking through it all,10,3,722ce2G0i-857,5,Undergraduate_Student,2.0,29,0,1050,2,1,18
805,1166,3,40,74.288,3,5,0,0,0,0,1,2,3,YOU WOULD WANT start > minStart rather than <,10,3,352iG-9c-2C29-1,3,Undergraduate_Student,1.0,22,0,1000,2,2,9
806,1167,3,40,156.319,4,4,0,0,0,0,1,2,3,this.minStartIndex could be either negative or positive; and in both cases this.minstartIndex = index; then there is not need of the if statement,10,3,801iG-2I-2G450,4,Graduate_Student,10.0,36,0,1050,5,1,23
810,1171,3,40,66.995,5,1,0,0,1,0,0,0,3,minStartIndex and minStart is not involved with defining maxMiddleIndex,10,3,1221iC8A5A242:495CC9e6a691:11aE2c-4c-9-86,4,Undergraduate_Student,4.0,19,0,1050,0,2,9
811,1172,3,40,155.867,3,4,0,0,1,0,0,0,3,Do not see any issues,10,3,1330Ie9C-8c236,3,Graduate_Student,10.0,26,1,1100,6,5,5
813,1174,3,40,319.945,3,3,0,0,1,0,0,0,3,As in the first question; I believe that this is a correct use. ,10,3,1506IC2A8e2-20:615gC7g-8i-21-3:85aA-1G-5e8-11:89cG-4a4I-5-15,5,Undergraduate_Student,4.0,23,0,1000,2,1,14
820,941,3,41,67.867,2,5,0,0,0,0,1,2,3,I think there might be an issue in lines 15 and/or 31.,1,1,470aA4i3I-404,3,Undergraduate_Student,3.0,20,0,150,5,1,12
823,944,3,41,35.241,0,2,0,0,0,0,0,1,3,Unlikely; but since the accessor methods are missing one can't be sure.,1,1,733aA0i-2G-80-7,4,Graduate_Student,8.0,24,0,1150,2,1,12
826,947,3,41,255.656,4,4,0,0,1,0,0,0,3,no min start is also have no error.there seems an error in add function .this require only one argument and we are passing three,1,1,891Ia8E-1I7-93,3,Graduate_Student,2.0,34,0,1000,14,2,24
829,950,3,41,78.652,0,5,0,0,0,0,0,1,3,Not sure if you can make minStart = to something like that,1,1,56gc-4g1E-7-43,5,Undergraduate_Student,3.0,18,0,1100,11,1,12
833,954,3,41,99.783,5,1,0,0,1,0,0,0,3,minStart is isolated from the issue; which arises from the MaxMiddleIndex sections of the code.,1,1,1035cc-5g1C3-98,4,Undergraduate_Student,2.0,20,2,1000,0,2,15
836,957,3,41,214.545,2,4,0,0,1,0,0,0,3,I do not see an issue with the code because the minStart command in the code seems to retrieve the data correctly and is set up to get the index if it is missing the other data it needs. ,1,1,96Ca-7E2i-14-2,3,Undergraduate_Student,1.0,23,0,1000,2,1,40
841,1322,3,42,406.797,3,3,0,0,1,0,0,0,3,This test uses s.getMaxMiddleIndex() in the assertEquals. The lines of code is relating to the minStartIndex.,2,1,581Aa2A0a9-60,3,Undergraduate_Student,2.0,20,0,1050,0,1,16
843,1324,3,42,120.882,0,5,0,0,0,0,0,1,3,The assertion failure is indicating something is wrong with the program (well...of course). Honestly; it's hard for me to pinpoint what is wrong/not wrong. When coding in my Python class; we were first provided with the test cases; and a short block of code containing assertions. It is a very helpful tool. However; once I had to start writing my own test cases; it became a game of making sure whether or not I had EVERY possible test case. (Which is kind of scary; since I always felt I had to be leaving something out). Writing assertions is necessary; though! Else you won't know if you program is doing what it's supposed to!,2,1,1457Ee7C-8c4-51:836Ii-6G-5c-819,3,Undergraduate_Student,2.0,21,1,1000,0,1,113
844,1325,3,42,37.758,3,4,0,0,1,0,0,0,3,Again; declared the same as the rest of the ifs; no issue that I can spot.,2,1,447Ic-4a0e0-7-3,4,Undergraduate_Student,2.0,19,0,1000,0,2,16
845,1326,3,42,116.372,3,3,0,0,1,0,0,0,3,I dont feel anything strange here everything in correct parameter to be work well.,2,1,813AE9c-9a-61-1,3,Graduate_Student,6.0,23,0,1050,3,2,14
847,1328,3,42,202.758,3,3,0,0,0,0,1,2,3,for min start no need to use get functions,2,1,985AG2C4g-61-6,3,Graduate_Student,1.0,34,1,1000,3,1,9
848,1329,3,42,187.594,4,3,0,0,1,0,0,0,2,"No. but is this the same code that was shown in the last page? Because i think I see something wrong with lines at 299 and 301. I think perhaps they should be getting the data item ""maxMiddleIndex"" instead of ""minMiddleIndex"".",2,1,1057Ce-9i-9E-105,4,Undergraduate_Student,2.0,20,0,1000,0,2,41
851,1332,3,42,18.437,4,4,0,0,0,0,1,2,2,good,2,1,1428ei-8G-8i70-4,3,Undergraduate_Student,3.0,23,1,1000,14,1,1
853,1334,3,42,51.165,3,3,0,0,0,0,1,2,3,expected and assigned value both does not match of s so there is an issue with that,2,1,97ci7A-6e537:520EG-8e-4a-42-5,5,Graduate_Student,1.0,26,1,1000,3,1,17
854,1335,3,42,66.076,4,5,0,0,0,0,1,2,3,This is because; they are all together in the same line whereas they should be separate and specifying their called upon action.,2,1,92iC-9I-5C-1-9-7,5,Undergraduate_Student,3.0,21,0,1000,2,2,22
855,1336,3,42,798.8,0,5,0,0,0,0,0,1,3,Is there whitespace between getPeriod() and .getStart() ?  That would throw a different error though.,2,1,46Gi0c0C9-16,5,Graduate_Student,7.0,25,0,1000,0,3,16
856,1337,3,42,28.073,4,2,0,0,0,0,1,2,3,The recalculate method is private and can't be reached. ,2,1,96ge9G-1C-360,3,Undergraduate_Student,2.0,23,1,1000,0,1,10
857,1338,3,42,10.257,4,5,0,0,0,0,1,2,2,there is an issue,2,1,4IC-5i7I612:81ia8g6g-3-69:10IE-1i1e662,4,Graduate_Student,1.0,29,0,1000,7,1,4
858,1339,3,42,136.677,4,2,0,0,1,0,0,0,2,Same explanation as before method add receives parameter 3.0 which must fail with assertEquals(1; XXX),2,1,19EC-9E-6c37-8,4,Graduate_Student,8.0,26,0,1150,13,1,15
860,1221,3,43,157.556,2,5,0,0,1,0,0,0,3,Similar to the first question.  This conditional clause deals with minStartIndex; nd since the failure is related to MaxMiddleIndex; this is unlikely to the the source of the failure.,3,1,844Cg1g5e1-17:255ei-8G8E85-8,3,Undergraduate_Student,5.0,19,0,1150,0,3,30
861,1222,3,43,43.053,3,4,0,0,1,0,0,0,3,The error has to do with the MaxMiddleIndex value not being what was expected; not with the minStartIndex.,3,1,494gg-5i2I0-76,5,Graduate_Student,1.0,26,0,50,0,2,18
864,1225,3,43,93.596,4,3,0,0,0,0,1,2,3,Array could go out of bounds,3,1,820ga-8C6c5-33,4,Undergraduate_Student,4.0,21,0,1150,4,1,6
865,1226,3,43,100.651,4,2,0,0,1,0,0,0,3,i think; there is no issue.,3,1,809cE-2g-5i-8-5-7,3,Graduate_Student,3.0,25,0,1000,14,4,6
868,1229,3,43,44.886,0,5,0,0,0,0,0,1,3,I am extremely unfamiliar with this failure notice.  However; I do not think these lines are causing this error.,3,1,1245CI-3g-1a1-72,5,Undergraduate_Student,1.0,26,0,1000,0,2,20
869,1230,3,43,384.394,0,5,0,0,0,0,0,1,2,I have seen many forums about the error returns from junit and the problem is they just aren't specific enough. I believe if anything in the source code is causing it it is more than likely lines 265-267 though; just pulling my hair out to see what it is.,3,1,1341Ci-4e-9a-707,5,Graduate_Student,2.0,22,0,1000,11,1,49
870,1231,3,43,108.729,3,3,0,0,1,0,0,0,2,The issue does not appear to be with the minStartIndex,3,1,1427iI-5G6C-1-36,5,Graduate_Student,2.0,27,0,50,0,1,10
872,1233,3,43,58.557,3,5,0,0,0,0,1,2,2,There needs to be some sort of catch statement to avoid any errors.,3,1,1587ee-3A7e8-7-2,4,Undergraduate_Student,2.0,19,0,1000,0,1,13
874,1235,3,43,181.276,5,1,0,0,1,0,0,0,2,No issues are seen with the simple if statement. ,3,1,98cg8a0A69-1:439ee9e-2i-106,4,Undergraduate_Student,4.0,22,0,1000,2,2,10
875,1236,3,43,50.253,3,4,0,0,0,0,1,2,2,start is not less than minstart,3,1,5Ag-2g5E106,5,Undergraduate_Student,3.0,22,0,1000,2,1,6
878,1239,3,43,221.199,4,4,0,0,1,0,0,0,1,I don't see any issues on the line.,3,1,729GG8e-8G-263:66AA0C-8E701,5,Graduate_Student,10.0,25,0,1150,4,2,8
882,1063,3,44,136.74,5,2,0,0,1,0,0,0,2,It's not the function getMaxMiddleIndex() and it seems to deal with the start index. ,10,4,540Ec0I1E97-8,5,Undergraduate_Student,3.0,21,1,1000,2,4,15
887,1068,3,44,46.542,4,3,0,0,1,0,0,0,2,There doesn't seem to be an issue,10,4,1582ai0e2I065,5,Graduate_Student,2.0,24,0,1050,3,2,7
889,1070,3,44,29.267,0,4,0,0,0,0,0,1,2,not aware of this error,10,4,816iE-9I-4e-87-8,3,Graduate_Student,2.0,27,0,1000,14,1,5
892,1073,3,44,13.542,4,5,0,0,0,0,1,2,2,NO COMMENTS  ,10,4,1138Ec-3g8I-6-1-9,3,Graduate_Student,3.0,25,0,1000,7,1,4
893,1074,3,44,57.737,0,2,0,0,0,0,0,1,2,i can't execute this,10,4,1352EE-8i-9i75-2,3,Graduate_Student,2.0,25,0,1000,15,1,4
896,1077,3,44,331.563,5,3,0,0,0,0,1,2,2,It is essentially pointless. Regardless the outcome of the conditional this.maxstartindex is set to equal index. they may as well have written only this.maxstartindex = index; because it exectues either way,10,4,1608Ic8c-7G-423,4,Undergraduate_Student,3.0,21,0,1000,2,2,31
899,1080,3,44,68.877,4,4,0,0,1,0,0,0,2,Error is before this line of code,10,4,80ca6g0i-1-49:23iE-4i0a1-40,3,Undergraduate_Student,2.0,22,0,1000,2,0,7
902,1183,3,45,44.663,0,4,0,0,0,0,0,1,2,I am not familiar enough with the functions used or with the error message provided to know.,1,1,657eE-7g8g0-33,5,Undergraduate_Student,1.0,26,1,1050,16,2,17
905,1186,3,45,17.599,3,3,0,0,0,0,1,2,2,Exception is occurred ,1,1,30eI-1g0G8-78,4,Graduate_Student,3.0,24,0,1050,3,1,4
908,1189,3,45,54.082,4,2,0,0,1,0,0,0,2,This variable is being created and assigned correctly with a long value.,1,1,963eA7C5A9-8-1,5,Undergraduate_Student,8.0,20,0,1150,0,3,12
910,1191,3,45,46.031,4,2,0,0,1,0,0,0,2,Seems to be declared correctly.,1,1,1157ca-1E-5e-564,4,Undergraduate_Student,2.0,21,0,1000,2,1,5
911,1192,3,45,53.056,3,3,0,0,1,0,0,0,2,the framework is the highest version function,1,1,1359aA0A-5i-692,3,Graduate_Student,1.0,27,0,1000,3,1,7
912,1193,3,45,67.351,3,4,0,0,0,0,1,2,2,Parameters are already defined in above code might be because of that problem occurred ,1,1,1520Ea3c0E3-65:9AI0g4a-386,5,Graduate_Student,3.0,24,0,1050,3,1,15
913,1194,3,45,50.66,4,2,0,0,1,0,0,0,2,This appears to go along with the flow of the logic.,1,1,83gE-9E9a-176:1609ca8I0E-894,4,Undergraduate_Student,9.0,27,0,1150,2,2,11
914,1195,3,45,136.319,5,1,0,0,1,0,0,0,2,The testing shows the value of maxMiddleIndex is incorrect; but maxStart is only used in a block of code that determines the value of maxStartIndex; and thus is very unlikely to be causing the error with maxMiddleIndex.,1,1,73EA0a-7i-7-8-9,5,Graduate_Student,4.0,22,0,1000,2,2,37
916,1197,3,45,39.373,4,3,0,0,0,0,1,2,2,Error: Could not find or load main class undefined  ,1,1,10eA-4G6I98-6,5,Undergraduate_Student,1.0,33,0,1000,5,1,11
919,1200,3,45,212.579,5,2,0,0,1,0,0,0,1,maxStart helps in calculating the maxStartindex.,1,1,92ea8E5i07-8:77cc-5c0G32-4,4,Graduate_Student,6.0,25,0,1100,2,2,6
922,683,3,46,81.137,3,3,0,0,1,0,0,0,2,Again; there does not seem to be an issue with the get methods that are being used. They are in the correct order; and I would need to see the source code for the methods if I was to determine anything else,2,2,656AI5G0i-32-5,4,Undergraduate_Student,4.0,20,0,1050,2,3,42
928,689,3,46,224.683,3,3,0,0,1,0,0,0,2,It is getting the data correctly from an array/list and getting the time of the data correctly.,2,2,832cg-7G1i-462:73eI-8E-2g-985,5,Undergraduate_Student,7.0,21,0,100,0,4,17
929,690,3,46,429.824,3,5,0,0,1,0,0,0,2,"These method invocations seem to be in line with the purpose of the parent method ""updateBounds"". ",2,2,957cC5C0E4-4-5,5,Undergraduate_Student,2.0,20,0,1000,2,0,17
936,697,3,46,35.883,0,3,0,0,0,0,0,1,2,Can't see the method getMaxMiddleIndex(); so I cannot see what is happening.,2,2,1635CE6g8g-39-8,4,Undergraduate_Student,6.0,26,0,1050,0,1,12
940,1361,3,47,160.775,0,5,0,0,0,0,0,1,2,no clue,3,1,35Eg-6i-8G-2-6-8,3,Undergraduate_Student,3.0,49,1,1000,4,1,2
942,1363,3,47,155.715,4,3,0,0,1,0,0,0,2,It also seems a correct conditional clause.,3,1,762AG-5i5a030,5,Undergraduate_Student,6.0,24,0,1050,12,1,7
945,1366,3,47,111.657,3,4,0,0,1,0,0,0,2,There is an issue in line 304.There is if and no else.,3,1,1086ic4i3a96-2,5,Graduate_Student,5.0,26,1,1000,7,1,12
948,1369,3,47,63.993,5,2,0,0,1,0,0,0,2,The Issue has nothing to do with the MaxStart variables ,3,1,1371aa-3i6A-67-2,4,Undergraduate_Student,5.0,20,0,1050,2,1,11
952,1373,3,47,32.139,5,3,0,0,1,0,0,0,2,Knowledge,3,1,44iA1A8E-495,4,Graduate_Student,3.0,28,1,1000,14,2,1
954,1375,3,47,416.689,3,3,0,0,1,0,0,0,1,This clause looks constructed correctly. Formatting and nesting is fine. ,3,1,53Aa5c-1C-9-70,3,Undergraduate_Student,3.0,27,0,1000,0,5,11
956,1377,3,47,13.567,0,5,0,0,0,0,0,1,2,I'm not this familiar with java,3,1,81Eg-4I3c241,4,Undergraduate_Student,1.0,22,0,1050,2,2,6
959,1380,3,47,94.867,5,5,0,0,0,0,1,2,1,yes their is an  issue because the conditional clause the number related issue has occured,3,1,4IC-5i7I612:81ia8g6g-3-69:10IE-1i1e662,4,Graduate_Student,1.0,29,0,1000,7,1,16
963,764,3,48,221.876,4,4,0,0,1,0,0,0,2,I see no issue with this line of code.,13,4,815IG-6E-2c4-2-5,5,Undergraduate_Student,4.0,27,0,1150,2,1,9
965,766,3,48,29.303,0,4,0,0,0,0,0,1,2,i dont have exact answer,13,4,754cC2G-2A-4-8-2,5,Undergraduate_Student,2.0,25,0,1000,3,1,5
966,767,3,48,217.184,2,4,0,0,1,0,0,0,2,This code segment appears unrelated to the exception; however the full call stack between getMaxMiddleIndex and updateBounds is unclear,13,4,835iG-2A-6c5-1-3,3,Undergraduate_Student,17.0,28,0,50,2,1,19
970,771,3,48,297.243,0,5,0,0,0,0,0,1,2,I looked this over for a long time and don't understand the role of the index or what the second parameter for the SimpleTimePeriod constructor is for. With only one TimePeriod added to s; I don't see why all the indices wouldn't be 0.,13,4,172Cg2C7i-8-1-4,3,Graduate_Student,6.0,33,1,1100,4,1,44
